,PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,Unnamed: 8
2432,LS05789049,01/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/01/2020,0.0,83.0,
2433,LS06440620,01/11/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/01/2020,25.0,0.0,
2434,LS06440620,01/11/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/01/2020,25.0,0.0,
2435,LS06440642,01/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/01/2020,0.0,0.0,
2436,LS06440642,01/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/01/2020,0.0,0.0,
2437,LS11555461,01/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/01/2020,0.0,0.0,
2438,LS14733464,01/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/01/2020,25.0,0.0,
2439,LS14733464,01/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/02/2020,25.0,0.0,
2440,LS05789049,01/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/01/2020,0.0,83.0,
2441,LS05789049,01/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/01/2020,0.0,83.0,
2442,LS05789049,01/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,0.0,83.0,
2443,LS06440620,01/11/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/01/2020,25.0,0.0,
2444,LS06440620,01/11/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/01/2020,25.0,0.0,
2445,LS06440620,01/11/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/01/2020,25.0,0.0,
2446,LS1155544A,01/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/02/2020,0.0,0.0,
2447,LS14733373,01/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/01/2020,0.0,0.0,
2448,LS14733464,01/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/01/2020,25.0,0.0,
2449,LS14733464,01/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/01/2020,25.0,0.0,
2450,LS14733464,01/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,17/02/2020,25.0,0.0,
2451,LS05789082,02/11/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/01/2020,75.0,0.0,
2452,LS05789082,02/11/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/02/2020,75.0,0.0,
2453,LS0994933A,02/11/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2020,0.0,0.0,
2454,LS06263569,02/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/01/2020,75.0,0.0,
2455,LS06263569,02/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/01/2020,75.0,0.0,
2456,LS09949249,02/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2020,25.0,0.0,
2457,LS09949249,02/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,25.0,0.0,
2458,LS12462322,02/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/01/2020,0.0,0.0,
2459,LS14467804,03/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/01/2020,75.0,0.0,
2460,LS05789628,03/11/2019,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,06/01/2020,0.0,83.0,
2461,LS05789628,03/11/2019,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,23/03/2020,0.0,83.0,
2462,LS14467779,03/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/01/2020,0.0,83.0,
2463,LS14467779,03/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,0.0,83.0,
2464,LS14467804,03/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/01/2020,75.0,0.0,
2465,LS14863492,03/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,18/02/2020,0.0,0.0,
2466,LS12462468,04/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/01/2020,83.0,0.0,
2467,LS12462468,04/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,83.0,0.0,
2468,LS12462468,04/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/03/2020,83.0,0.0,
2469,LS14863845,04/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/01/2020,50.0,0.0,
2470,LS06396008,05/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/01/2020,0.0,0.0,
2471,LS06396008,05/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,0.0,0.0,
2472,LS06440686,05/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/03/2020,83.0,0.0,
2473,LS06667433,05/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/01/2020,50.0,0.0,
2474,LS06667433,05/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,31/01/2020,50.0,0.0,
2475,LS06667502,05/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/01/2020,75.0,0.0,
2476,LS07574597,05/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/01/2020,0.0,83.0,
2477,LS07574597,05/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/02/2020,0.0,83.0,
2478,LS06440686,05/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/01/2020,83.0,0.0,
2479,LS06440686,05/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,83.0,0.0,
2480,LS06667433,05/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,50.0,0.0,
2481,LS06667455,05/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/02/2020,75.0,0.0,
2482,LS06667455,05/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/03/2020,75.0,0.0,
2483,LS06667502,05/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/01/2020,75.0,0.0,
2484,LS07574644,05/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/01/2020,0.0,0.0,
2485,LS11555927,06/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/01/2020,75.0,0.0,
2486,LS1155595A,06/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/02/2020,83.0,0.0,
2487,LS12561062,06/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,20/02/2020,0.0,83.0,
2488,LS1256111A,06/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,20/02/2020,83.0,0.0,
2489,LS06264244,06/11/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/01/2020,0.0,0.0,
2490,LS06667568,06/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,07/01/2020,0.0,75.0,
2491,LS11555927,06/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2020,75.0,0.0,
2492,LS1155595A,06/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/01/2020,83.0,0.0,
2493,LS1155595A,06/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/02/2020,83.0,0.0,
2494,LS12561062,06/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,07/01/2020,0.0,83.0,
2495,LS1256111A,06/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,07/01/2020,83.0,0.0,
2496,LS1256111A,06/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,09/03/2020,83.0,0.0,
2497,LS14396466,06/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,06/02/2020,0.0,0.0,
2498,LS06875532,07/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2020,75.0,0.0,
2499,LS06875554,07/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2020,0.0,0.0,
2500,LS06875554,07/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/02/2020,0.0,0.0,
2501,LS07833833,07/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,21/01/2020,0.0,0.0,
2502,LS07833844,07/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,24/01/2020,25.0,0.0,
2503,LS07833855,07/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,07/02/2020,0.0,83.0,
2504,LS07833855,07/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,04/03/2020,0.0,83.0,
2505,LS06875532,07/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/01/2020,75.0,0.0,
2506,LS0757494A,07/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/01/2020,50.0,0.0,
2507,LS07833844,07/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,23/01/2020,25.0,0.0,
2508,LS07833888,07/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,08/01/2020,75.0,0.0,
2509,LS07833888,07/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,05/02/2020,75.0,0.0,
2510,LS05790387,08/11/2019,MAIN STREET CP - GARFORTH                                   ,87 IN DISABLED BAY WITHOUT BADGE,70,22/01/2020,0.0,0.0,
2511,LS07151094,09/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/01/2020,0.0,83.0,
2512,LS07151108,09/11/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/01/2020,0.0,83.0,
2513,LS07575115,09/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/03/2020,0.0,83.0,
2514,LS14864451,09/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,0.0,83.0,
2515,LS14864597,09/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,75.0,0.0,
2516,LS05790558,09/11/2019,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,01/01/2020,50.0,0.0,
2517,LS07151094,09/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/02/2020,0.0,83.0,
2518,LS07575115,09/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,0.0,83.0,
2519,LS14467972,09/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,75.0,0.0,
2520,LS14467972,09/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2020,75.0,0.0,
2521,LS14864349,09/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,75.0,0.0,
2522,LS14864349,09/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/01/2020,75.0,0.0,
2523,LS14864451,09/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,0.0,83.0,
2524,LS14864462,09/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/01/2020,50.0,0.0,
2525,LS14864586,09/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/01/2020,50.0,0.0,
2526,LS14864597,09/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/01/2020,75.0,0.0,
2527,LS14864677,09/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,21/02/2020,0.0,0.0,
2528,LS08560011,10/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/01/2020,75.0,0.0,
2529,LS00311239,10/11/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/01/2020,50.0,0.0,
2530,LS0031124A,10/11/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/01/2020,0.0,83.0,
2531,LS0031124A,10/11/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,20/02/2020,0.0,83.0,
2532,LS08560011,10/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,75.0,0.0,
2533,LS07151334,11/11/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/01/2020,0.0,0.0,
2534,LS09949952,11/11/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,20/02/2020,0.0,83.0,
2535,LS11556158,11/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,24/01/2020,25.0,0.0,
2536,LS11556158,11/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,27/01/2020,25.0,0.0,
2537,LS1155617A,11/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,10/01/2020,0.0,83.0,
2538,LS11556191,11/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,0.0,83.0,
2539,LS14865090,11/11/2019,HUNSLET LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,10/01/2020,0.0,113.0,
2540,LS08560408,11/11/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/01/2020,25.0,0.0,
2541,LS08560408,11/11/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/01/2020,25.0,0.0,
2542,LS09949952,11/11/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,10/01/2020,0.0,83.0,
2543,LS11556158,11/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,10/01/2020,25.0,0.0,
2544,LS1155617A,11/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,20/02/2020,0.0,83.0,
2545,LS11556191,11/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2020,0.0,83.0,
2546,LS14865090,11/11/2019,HUNSLET LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,20/02/2020,0.0,113.0,
2547,LS11791963,12/11/2019,PLAYHOUSE SQUARE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,13/01/2020,0.0,113.0,
2548,LS11791974,12/11/2019,PLAYHOUSE SQUARE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,20/02/2020,0.0,113.0,
2549,LS11791974,12/11/2019,PLAYHOUSE SQUARE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,13/01/2020,0.0,113.0,
2550,LS06668287,13/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/02/2020,0.0,0.0,
2551,LS07151764,13/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,11/03/2020,0.0,83.0,
2552,LS07575658,13/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/02/2020,0.0,83.0,
2553,LS11556373,13/11/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/01/2020,25.0,0.0,
2554,LS14468352,13/11/2019,BURLEY ROAD CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,14/01/2020,0.0,113.0,
2555,LS14468352,13/11/2019,BURLEY ROAD CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,20/02/2020,0.0,113.0,
2556,LS14468363,13/11/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/01/2020,0.0,83.0,
2557,LS14468363,13/11/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,20/02/2020,0.0,83.0,
2558,LS0666820A,13/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/01/2020,0.0,83.0,
2559,LS0666820A,13/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,0.0,83.0,
2560,LS07575658,13/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/03/2020,0.0,83.0,
2561,LS0757567A,13/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/01/2020,0.0,83.0,
2562,LS0757567A,13/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,0.0,83.0,
2563,LS11556373,13/11/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/01/2020,25.0,0.0,
2564,LS12463540,13/11/2019,HOLT PARK LEISURE CENTRE - COOKRIDGE,87 IN DISABLED BAY WITHOUT BADGE,70,28/01/2020,0.0,0.0,
2565,LS06668301,14/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,83.0,0.0,
2566,LS06668425,14/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/01/2020,75.0,0.0,
2567,LS06876036,14/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/02/2020,0.0,83.0,
2568,LS06876036,14/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/03/2020,0.0,83.0,
2569,LS07834359,14/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,20/01/2020,25.0,0.0,
2570,LS12463631,14/11/2019,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/01/2020,0.0,83.0,
2571,LS06668301,14/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/01/2020,83.0,0.0,
2572,LS06668301,14/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/02/2020,83.0,0.0,
2573,LS06668425,14/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2020,75.0,0.0,
2574,LS07834348,14/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,15/01/2020,50.0,0.0,
2575,LS07834359,14/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2020,25.0,0.0,
2576,LS07834406,14/11/2019,PLAYHOUSE SQUARE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,17/01/2020,0.0,0.0,
2577,LS12463631,14/11/2019,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,0.0,83.0,
2578,LS05792098,15/11/2019,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,08/01/2020,0.0,0.0,
2579,LS05249507,15/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/02/2020,0.0,83.0,
2580,LS05249507,15/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/03/2020,0.0,83.0,
2581,LS06876331,15/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2020,25.0,0.0,
2582,LS06876331,15/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/02/2020,25.0,0.0,
2583,LS06876411,16/11/2019,PLAYHOUSE SQUARE CP - CITY,86 BEYOND THE BAY MARKINGS                        ,50,21/01/2020,0.0,0.0,
2584,LS07834632,16/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/01/2020,0.0,0.0,
2585,LS08561535,17/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/03/2020,0.0,0.0,
2586,LS14866107,17/11/2019,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/01/2020,0.0,83.0,
2587,LS14866107,17/11/2019,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,20/02/2020,0.0,83.0,
2588,LS05792247,17/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/01/2020,50.0,0.0,
2589,LS05792451,17/11/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2020,0.0,0.0,
2590,LS08561433,17/11/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,03/02/2020,50.0,0.0,
2591,LS08561535,17/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/01/2020,0.0,0.0,
2592,LS08561535,17/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,0.0,0.0,
2593,LS14469038,17/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,75.0,0.0,
2594,LS14469038,17/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/02/2020,75.0,0.0,
2595,LS06398036,18/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/01/2020,50.0,0.0,
2596,LS06398047,18/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2020,83.0,0.0,
2597,LS0856158A,18/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,0.0,83.0,
2598,LS14398541,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/01/2020,0.0,0.0,
2599,LS14398585,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2020,25.0,0.0,
2600,LS14398610,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/03/2020,0.0,0.0,
2601,LS14398643,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/01/2020,0.0,83.0,
2602,LS14398643,18/11/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,0.0,83.0,
2603,LS14398654,18/11/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2020,0.0,0.0,
2604,LS06398036,18/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/01/2020,50.0,0.0,
2605,LS06398047,18/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,83.0,0.0,
2606,LS06398047,18/11/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/03/2020,83.0,0.0,
2607,LS06398149,18/11/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2020,50.0,0.0,
2608,LS06398182,18/11/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/01/2020,75.0,0.0,
2609,LS06398182,18/11/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,30/01/2020,75.0,0.0,
2610,LS0856158A,18/11/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/01/2020,0.0,83.0,
2611,LS07248695,19/11/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,23/03/2020,25.0,0.0,
2612,LS07248695,19/11/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/03/2020,25.0,0.0,
2613,LS12255543,19/11/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/01/2020,0.0,83.0,
2614,LS12255543,19/11/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/02/2020,0.0,83.0,
2615,LS11557285,19/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/01/2020,0.0,83.0,
2616,LS11557285,19/11/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/02/2020,0.0,83.0,
2617,LS14399114,20/11/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/01/2020,25.0,0.0,
2618,LS14399227,20/11/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/01/2020,75.0,0.0,
