PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,
LS0654016A,20/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07960422,20/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12241673,20/05/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS12241684,20/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12241695,20/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12241720,20/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12241731,20/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12241742,20/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12454368,20/05/2019,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS12454379,20/05/2019,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS14371884,20/05/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14371895,20/05/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14371909,20/05/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1437191A,20/05/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14371920,20/05/2019,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14371931,20/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14371942,20/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14371953,20/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14371964,20/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14371975,20/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14371986,20/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14371997,20/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14638215,20/05/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS14638226,20/05/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14638259,20/05/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS15334147,20/05/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS1533417A,20/05/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06540228,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06540239,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS0654024A,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06540250,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06540261,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06540272,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06540283,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06540294,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06540308,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06540319,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS0654032A,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06540330,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06540341,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06540352,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06540363,21/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06655296,21/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0665530A,21/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06655310,21/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06655321,21/05/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06655343,21/05/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06655387,21/05/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06655398,21/05/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08545914,21/05/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS09937636,21/05/2019,MAIN STREET CP - GARFORTH                                   ,91 PARKED IN AREA NOT FOR THAT CLASS OF VEHICLE,70,
LS12454390,21/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12454404,21/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12454415,21/05/2019,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12454426,21/05/2019,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12454448,21/05/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14241674,21/05/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS14241685,21/05/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS14241696,21/05/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS1424170A,21/05/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS14372107,21/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14372118,21/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14372129,21/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1437213A,21/05/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14372140,21/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14372151,21/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14372162,21/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15712517,21/05/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS02464616,22/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS02464627,22/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS02464638,22/05/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS02464649,22/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS02464671,22/05/2019,AIREBOROUGH CENTRE - GUISELEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS05154444,22/05/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154455,22/05/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154466,22/05/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154477,22/05/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154568,22/05/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154579,22/05/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06252799,22/05/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06252802,22/05/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06252813,22/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06252824,22/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06252835,22/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06252846,22/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06252857,22/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06252868,22/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06252879,22/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS0625288A,22/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06252890,22/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06252904,22/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06252915,22/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06383301,22/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06383312,22/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06383323,22/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06383334,22/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06383345,22/05/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS06383356,22/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06383367,22/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06540421,22/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06540432,22/05/2019,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06540443,22/05/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06540476,22/05/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06655434,22/05/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06655445,22/05/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS07828538,22/05/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS09937658,22/05/2019,ST JAMES STREET CP - WETHERBY                               ,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS09937669,22/05/2019,ST JAMES STREET CP - WETHERBY                               ,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS0993767A,22/05/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS09937680,22/05/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS09937691,22/05/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS09937705,22/05/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS09937716,22/05/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS14241776,22/05/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14372300,22/05/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14372311,22/05/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14372322,22/05/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14372333,22/05/2019,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14372344,22/05/2019,MEADOW LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS14372355,22/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14638383,22/05/2019,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS15334307,22/05/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS15334329,22/05/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15334340,22/05/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0577178A,23/05/2019,PEART TOWERS CP- TRAINING,86 BEYOND THE BAY MARKINGS                        ,50,
LS05771790,23/05/2019,KELLY STREET P&D CP- TRAINING,87 IN DISABLED BAY WITHOUT BADGE,70,
LS06383425,23/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06383436,23/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06383447,23/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06383458,23/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07828607,23/05/2019,PEART TOWERS CP- TRAINING,86 BEYOND THE BAY MARKINGS                        ,50,
LS07828640,23/05/2019,KELLY STREET P&D CP- TRAINING,87 IN DISABLED BAY WITHOUT BADGE,70,
LS0854600A,23/05/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS08546032,23/05/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09937727,23/05/2019,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS0993775A,23/05/2019,NETHERFIELD ROAD CP - GUISLEY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,
LS09937760,23/05/2019,NETHERFIELD ROAD CP - GUISLEY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,
LS11542051,23/05/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11542062,23/05/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11542120,23/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11542131,23/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11542142,23/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11542153,23/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11542164,23/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11542175,23/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11542186,23/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11542197,23/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11542200,23/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11542211,23/05/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14241823,23/05/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1445127A,23/05/2019,PEART TOWERS CP- TRAINING,86 BEYOND THE BAY MARKINGS                        ,50,
LS14451291,23/05/2019,KELLY STREET P&D CP- TRAINING,87 IN DISABLED BAY WITHOUT BADGE,70,
LS1483983A,23/05/2019,KELLY STREET P&D CP- TRAINING,87 IN DISABLED BAY WITHOUT BADGE,70,
LS14839840,23/05/2019,PEART TOWERS CP- TRAINING,86 BEYOND THE BAY MARKINGS                        ,50,
LS1571262A,23/05/2019,KELLY STREET P&D CP- TRAINING,87 IN DISABLED BAY WITHOUT BADGE,70,
LS15712641,23/05/2019,PEART TOWERS CP- TRAINING,86 BEYOND THE BAY MARKINGS                        ,50,
LS15712743,23/05/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS15712754,23/05/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15712776,23/05/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05154637,24/05/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05771837,24/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06253033,24/05/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS06253044,24/05/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS06253055,24/05/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS06253066,24/05/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS11770817,24/05/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11770828,24/05/2019,MEADOW LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS11770839,24/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1177084A,24/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11770850,24/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11770908,24/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11770919,24/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12454459,24/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1245446A,24/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12454470,24/05/2019,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS12454481,24/05/2019,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS12454492,24/05/2019,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS12454506,24/05/2019,BEECH HILL CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS12454517,24/05/2019,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS12454528,24/05/2019,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14241958,24/05/2019,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS14451382,24/05/2019,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,
LS14638441,24/05/2019,ALBION STREET CP - MORLEY                                   ,86 BEYOND THE BAY MARKINGS                        ,50,
LS14638474,24/05/2019,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,
LS01759308,25/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS01759319,25/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS01759341,25/05/2019,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS0638363A,25/05/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06383640,25/05/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06383651,25/05/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07559607,25/05/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07559618,25/05/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS07828709,25/05/2019,MEADOW LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS0782871A,25/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12454594,25/05/2019,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS14638496,25/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1463850A,25/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14638510,25/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14638532,25/05/2019,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS1484033A,25/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15334657,25/05/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS15334668,25/05/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS15334679,25/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1533468A,25/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15334704,25/05/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15334748,25/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15334759,25/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1533476A,25/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0577186A,26/05/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS05771870,26/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05771881,26/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05771892,26/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05771906,26/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05771917,26/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06540567,26/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07828742,26/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07828775,26/05/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14242167,26/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14242178,26/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14242189,26/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1424219A,26/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14242203,26/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14840420,26/05/2019,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14840431,26/05/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS15712980,26/05/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15712991,26/05/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS1571300A,26/05/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06253190,28/05/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS06253204,28/05/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS06253215,28/05/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS06928708,28/05/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06928719,28/05/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12242224,28/05/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14372708,28/05/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS14638554,28/05/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14638565,28/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14638576,28/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14638612,28/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14638623,28/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS02464900,29/05/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS05154739,29/05/2019,BEECH HILL CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS0515474A,29/05/2019,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05772126,29/05/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05772137,29/05/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05772148,29/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05772159,29/05/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
