PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS14359506,18/01/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/04/2019,0,0,
LS14359517,18/01/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,0,83,
LS06372112,18/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,83,0,
LS07233891,18/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,0,83,
LS14359492,18/01/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/04/2019,0,0,
LS08536764,19/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,83,0,
LS06648406,19/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,83,0,
LS08322895,20/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/04/2019,25,0,
LS08536811,20/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,83,0,
LS08322895,20/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/04/2019,25,0,
LS15323082,22/01/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,83,0,
LS15323005,22/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,83,0,
LS15323005,22/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/05/2019,83,0,
LS06848041,23/01/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/04/2019,0,83,
LS06848074,23/01/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/04/2019,0,83,
LS06848143,23/01/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/04/2019,0,83,
LS07770314,23/01/2019,OATLAND GREEN CP - SHEEPSCAR                                ,86 BEYOND THE BAY MARKINGS                        ,50,01/04/2019,50,0,
LS14359608,23/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,83,0,
LS06848041,23/01/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,0,83,
LS06848074,23/01/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,0,83,
LS06848143,23/01/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,0,83,
LS14359561,23/01/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/04/2019,50,0,
LS14359608,23/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/04/2019,83,0,
LS06648905,24/01/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/04/2019,50,0,
LS08130227,24/01/2019,WILDERNESS CP - WETHERBY                                    ,86 BEYOND THE BAY MARKINGS                        ,50,03/06/2019,0,0,
LS08449863,24/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/04/2019,0,83,
LS08449863,24/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/05/2019,0,83,
LS08449885,24/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2019,75,0,
LS08449885,24/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/04/2019,75,0,
LS0844990A,24/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/04/2019,0,83,
LS0844990A,24/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/05/2019,0,83,
LS14132919,24/01/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,83,0,
LS14132919,24/01/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/05/2019,83,0,
LS07126213,25/01/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,05/04/2019,0,83,
LS07126213,25/01/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/05/2019,0,83,
LS14632263,25/01/2019,WILDERNESS CP - WETHERBY                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,02/05/2019,0,0,
LS14632285,25/01/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,04/04/2019,83,0,
LS14632285,25/01/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,06/06/2019,83,0,
LS07126155,25/01/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/04/2019,0,83,
LS07126155,25/01/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,0,83,
LS11536831,25/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2019,83,0,
LS11536831,25/01/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/05/2019,83,0,
LS12144112,25/01/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/04/2019,0,0,
LS14632263,25/01/2019,WILDERNESS CP - WETHERBY                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,04/04/2019,0,0,
LS14632285,25/01/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,02/05/2019,83,0,
LS05148871,26/01/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/04/2019,75,0,
LS05148871,26/01/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/04/2019,75,0,
LS12144134,26/01/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/05/2019,0,83,
LS05148882,26/01/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/04/2019,75,0,
LS05148882,26/01/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/04/2019,75,0,
LS12144134,26/01/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/04/2019,0,83,
LS12144214,26/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/04/2019,83,0,
LS12144214,26/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,83,0,
LS14232334,27/01/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,04/04/2019,83,0,
LS14443034,27/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/04/2019,25,0,
LS14443056,27/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/04/2019,50,0,
LS02458566,27/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/04/2019,0,75,
LS02458566,27/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,0,75,
LS14232334,27/01/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/05/2019,83,0,
LS14232334,27/01/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/05/2019,83,0,
LS14443034,27/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/04/2019,25,0,
LS01753753,28/01/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,0,0,
LS06373068,28/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,0,75,
LS06373079,28/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/04/2019,0,83,
LS06373079,28/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,0,83,
LS09137582,28/01/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,05/04/2019,0,0,
LS09137582,28/01/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,02/05/2019,0,0,
LS01753753,28/01/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/04/2019,0,0,
LS06373068,28/01/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/04/2019,0,75,
LS14360119,28/01/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/04/2019,75,0,
LS14360119,28/01/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,75,0,
LS08323526,29/01/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,23/04/2019,75,0,
LS08323526,29/01/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,25/04/2019,75,0,
LS12449903,29/01/2019,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,03/04/2019,50,0,
LS08720537,29/01/2019,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/04/2019,0,83,
LS08720537,29/01/2019,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/05/2019,0,83,
LS06649045,30/01/2019,QUARRY HILL E CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,0,75,
LS07126519,30/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/04/2019,75,0,
LS14232436,30/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/04/2019,25,0,
LS14232436,30/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/04/2019,25,0,
LS0514915A,30/01/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/04/2019,0,75,
LS0514915A,30/01/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/05/2019,0,75,
LS06648971,30/01/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/04/2019,0,75,
LS06648971,30/01/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,0,75,
LS06649045,30/01/2019,QUARRY HILL E CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/04/2019,0,75,
LS07126519,30/01/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/04/2019,75,0,
LS14232436,30/01/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/04/2019,25,0,
LS09932406,31/01/2019,WILDERNESS CP - WETHERBY                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,05/04/2019,105,0,
LS09932406,31/01/2019,WILDERNESS CP - WETHERBY                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,08/04/2019,105,0,
LS06649340,01/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,0,83,
LS06649351,01/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/06/2019,25,0,
LS07126789,01/02/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/05/2019,0,83,
LS12449969,01/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,83,0,
LS15704326,01/02/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/04/2019,75,0,
LS06649282,01/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/04/2019,0,75,
LS06649282,01/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,0,75,
LS06649340,01/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/04/2019,0,83,
LS06649351,01/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/05/2019,25,0,
LS07126789,01/02/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/04/2019,0,83,
LS12449969,01/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/04/2019,83,0,
LS15704326,01/02/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/04/2019,75,0,
LS0664941A,02/02/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/04/2019,0,83,
LS07771135,02/02/2019,LEISURE CENTRE CP - PUDSEY                                  ,86 BEYOND THE BAY MARKINGS                        ,50,08/04/2019,0,83,
LS07771135,02/02/2019,LEISURE CENTRE CP - PUDSEY                                  ,86 BEYOND THE BAY MARKINGS                        ,50,02/05/2019,0,83,
LS08721030,02/02/2019,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/04/2019,50,0,
LS0664941A,02/02/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/05/2019,0,83,
LS08721030,02/02/2019,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/04/2019,50,0,
LS08721030,02/02/2019,BECKETT ST UPPER CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2019,50,0,
LS14232775,02/02/2019,ALBION STREET CP - MORLEY                                   ,86 BEYOND THE BAY MARKINGS                        ,50,08/05/2019,0,0,
LS02458850,03/02/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/05/2019,83,0,
LS14133070,03/02/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/04/2019,0,0,
LS14233020,03/02/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/05/2019,83,0,
LS02458850,03/02/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/05/2019,83,0,
LS14133059,03/02/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/04/2019,83,0,
LS14133059,03/02/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/05/2019,83,0,
LS14133070,03/02/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/05/2019,0,0,
LS14233020,03/02/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/04/2019,83,0,
LS14233020,03/02/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,83,0,
LS05932415,04/02/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/04/2019,0,83,
LS07771215,04/02/2019,OATLAND GREEN CP - SHEEPSCAR                                ,86 BEYOND THE BAY MARKINGS                        ,50,29/04/2019,0,0,
LS09137957,04/02/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,08/04/2019,0,83,
LS12144677,04/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/04/2019,25,0,
LS15704596,04/02/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/04/2019,83,0,
LS15704596,04/02/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/05/2019,83,0,
LS05932415,04/02/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/05/2019,0,83,
LS07126858,04/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/04/2019,0,83,
LS07126858,04/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/05/2019,0,83,
LS07551627,04/02/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/05/2019,83,0,
LS07551627,04/02/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/05/2019,83,0,
LS09137957,04/02/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,02/05/2019,0,83,
LS12144677,04/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/04/2019,25,0,
LS12144757,04/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2019,83,0,
LS12144757,04/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/05/2019,83,0,
LS09932778,05/02/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/04/2019,0,83,
LS09932778,05/02/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/05/2019,0,83,
LS01754097,06/02/2019,BEECH HILL CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/05/2019,0,75,
LS06373771,06/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/05/2019,83,0,
LS06373771,06/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/06/2019,83,0,
LS06373782,06/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,0,75,
LS07234806,06/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2019,0,83,
LS07234817,06/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/05/2019,0,83,
LS12450254,06/02/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,09/04/2019,35,0,
LS12450265,06/02/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,02/05/2019,35,0,
LS12450265,06/02/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,10/06/2019,35,0,
LS15704745,06/02/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/04/2019,50,0,
LS01754097,06/02/2019,BEECH HILL CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/04/2019,0,75,
LS06373771,06/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/05/2019,83,0,
LS06373782,06/02/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/04/2019,0,75,
LS07234806,06/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/05/2019,0,83,
LS07234817,06/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/04/2019,0,83,
LS12450254,06/02/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,02/05/2019,35,0,
LS12450265,06/02/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,09/04/2019,35,0,
LS12450265,06/02/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,14/06/2019,35,0,
LS0684950A,07/02/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/05/2019,83,0,
LS0684950A,07/02/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/05/2019,83,0,
LS0684950A,07/02/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/04/2019,83,0,
LS06849510,07/02/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2019,0,0,
LS07048324,08/02/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/04/2019,0,0,
LS07048357,08/02/2019,COURTHOUSE STREET CP - OTLEY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,02/05/2019,35,0,
LS09932938,08/02/2019,LEISURE CENTRE CP - PUDSEY                                  ,86 BEYOND THE BAY MARKINGS                        ,50,17/04/2019,0,83,
LS09932938,08/02/2019,LEISURE CENTRE CP - PUDSEY                                  ,86 BEYOND THE BAY MARKINGS                        ,50,29/05/2019,0,83,
LS07048357,08/02/2019,COURTHOUSE STREET CP - OTLEY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,01/05/2019,35,0,
LS07771689,08/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/04/2019,83,0,
LS07771689,08/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/05/2019,83,0,
LS07771689,08/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2019,83,0,
LS05149590,09/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/04/2019,83,0,
LS05149590,09/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/05/2019,83,0,
LS08721405,09/02/2019,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2019,83,0,
LS08721405,09/02/2019,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/05/2019,83,0,
LS0514958A,09/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/04/2019,83,0,
LS0514958A,09/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/05/2019,83,0,
LS0514958A,09/02/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/05/2019,83,0,
LS05149590,09/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/05/2019,83,0,
LS07825653,09/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2019,0,0,
LS08721405,09/02/2019,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/05/2019,83,0,
LS0354993A,10/02/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,13/05/2019,83,0,
LS03549984,10/02/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/04/2019,75,0,
LS0354993A,10/02/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/04/2019,83,0,
LS0354993A,10/02/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/05/2019,83,0,
LS03549984,10/02/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,29/04/2019,75,0,
LS07048652,11/02/2019,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,12/04/2019,75,0,
LS07048652,11/02/2019,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,23/04/2019,75,0,
LS07127216,11/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/06/2019,83,0,
LS0712733A,11/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/04/2019,50,0,
LS0712733A,11/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/04/2019,50,0,
LS07127351,11/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/05/2019,83,0,
LS15705227,11/02/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/04/2019,83,0,
LS07127216,11/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/05/2019,83,0,
LS07127216,11/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,24/06/2019,83,0,
LS07127238,11/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/04/2019,75,0,
LS07127238,11/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/04/2019,75,0,
LS07127238,11/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/05/2019,75,0,
LS07127249,11/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/04/2019,0,83,
LS07127249,11/02/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/05/2019,0,83,
LS0712733A,11/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,50,0,
LS07127351,11/02/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/04/2019,83,0,
LS15705227,11/02/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/05/2019,83,0,
LS06649963,12/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/04/2019,83,0,
LS06649963,12/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/05/2019,83,0,
LS11763243,12/02/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/04/2019,50,0,
LS06649963,12/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/06/2019,83,0,
LS06248601,13/02/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/04/2019,83,0,
LS0624869A,13/02/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/04/2019,50,0,
LS0624869A,13/02/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,29/05/2019,50,0,
LS06374650,13/02/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/05/2019,25,0,
LS06374650,13/02/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/05/2019,25,0,
