PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS06251275,23/04/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/05/2019,25,0,
LS06251286,23/04/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/05/2019,0,0,
LS06427644,23/04/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,23/04/2019,0,0,
LS07131166,23/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/04/2019,25,0,
LS07131177,23/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/05/2019,0,0,
LS07131188,23/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/05/2019,25,0,
LS07131199,23/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,50,0,
LS07131199,23/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/06/2019,50,0,
LS07827546,23/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/05/2019,0,0,
LS08542960,23/04/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/05/2019,25,0,
LS08542960,23/04/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,13/05/2019,25,0,
LS12147777,23/04/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,25,0,
LS12147788,23/04/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,50,0,
LS12147788,23/04/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/05/2019,50,0,
LS12147799,23/04/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,25,0,
LS12147799,23/04/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/05/2019,25,0,
LS12147802,23/04/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,25,0,
LS12147802,23/04/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2019,25,0,
LS1245306A,23/04/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,01/05/2019,35,0,
LS1245306A,23/04/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,02/05/2019,35,0,
LS15603340,23/04/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,02/05/2019,0,0,
LS05936493,23/04/2019,NORTH PARADE CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2019,25,0,
LS06251184,23/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,25,0,
LS06251184,23/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/05/2019,25,0,
LS06251195,23/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,0,0,
LS06251195,23/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/05/2019,0,0,
LS06251209,23/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,0,0,
LS0625121A,23/04/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,0,0,
LS06251220,23/04/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,0,0,
LS06251231,23/04/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,25,0,
LS06251242,23/04/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,0,0,
LS06251264,23/04/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/04/2019,25,0,
LS06251286,23/04/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,0,0,
LS06427644,23/04/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,11/05/2019,0,0,
LS07131122,23/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,83,0,
LS07131122,23/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/06/2019,83,0,
LS07131133,23/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,25,0,
LS07131133,23/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/04/2019,25,0,
LS07131144,23/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,75,0,
LS07131144,23/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/06/2019,75,0,
LS07131155,23/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,25,50,
LS07131166,23/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,25,0,
LS07131177,23/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,0,0,
LS07131188,23/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,25,0,
LS07131202,23/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,0,50,
LS07827535,23/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,0,83,
LS07827546,23/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/04/2019,0,0,
LS08134443,23/04/2019,LEISURE CENTRE CP - PUDSEY                                  ,86 BEYOND THE BAY MARKINGS                        ,50,23/04/2019,25,50,
LS08134454,23/04/2019,LEISURE CENTRE CP - PUDSEY                                  ,86 BEYOND THE BAY MARKINGS                        ,50,23/04/2019,0,0,
LS08134454,23/04/2019,LEISURE CENTRE CP - PUDSEY                                  ,86 BEYOND THE BAY MARKINGS                        ,50,02/05/2019,0,0,
LS08542960,23/04/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,23/04/2019,25,0,
LS12147777,23/04/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2019,25,0,
LS1245306A,23/04/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,23/04/2019,35,0,
LS15603340,23/04/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,23/04/2019,0,0,
LS05153656,24/04/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,07/05/2019,25,0,
LS05153678,24/04/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/05/2019,25,0,
LS05153678,24/04/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/05/2019,25,0,
LS06744727,24/04/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,24/04/2019,0,83,
LS06744727,24/04/2019,QUARRY HILL B CP - CITY,73 PARKED WITHOUT PAYMENT,50,27/06/2019,0,83,
LS09142899,24/04/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,26/04/2019,25,0,
LS09936087,24/04/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2019,25,0,
LS09936087,24/04/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/05/2019,25,0,
LS11540453,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/05/2019,0,0,
LS11540475,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2019,0,0,
LS11540486,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2019,25,0,
LS11540486,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2019,25,0,
LS11540511,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/05/2019,0,0,
LS11540522,24/04/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,26/04/2019,25,0,
LS11540522,24/04/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,29/04/2019,25,0,
LS05153656,24/04/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,24/04/2019,25,0,
LS05153678,24/04/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2019,25,0,
LS09142899,24/04/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2019,25,0,
LS09936076,24/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2019,0,0,
LS09936087,24/04/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/05/2019,25,0,
LS09936134,24/04/2019,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2019,0,0,
LS09936134,24/04/2019,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/04/2019,0,0,
LS11540453,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2019,0,0,
LS11540464,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2019,25,0,
LS11540464,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/04/2019,25,0,
LS11540475,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/05/2019,0,0,
LS11540486,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS11540497,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2019,0,0,
LS11540497,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/05/2019,0,0,
LS11540500,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2019,50,0,
LS11540500,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/05/2019,50,0,
LS11540511,24/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/04/2019,0,0,
LS11540522,24/04/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2019,25,0,
LS11767947,24/04/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,24/04/2019,0,0,
LS11767947,24/04/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,27/06/2019,0,0,
LS06380857,25/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,0,83,
LS06380868,25/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,0,0,
LS06380868,25/04/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/05/2019,0,0,
LS0638088A,25/04/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS0638088A,25/04/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/05/2019,25,0,
LS06427666,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS06427666,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2019,25,0,
LS06427677,25/04/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/05/2019,0,0,
LS08134545,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,50,0,
LS08134545,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/05/2019,50,0,
LS08134556,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,0,0,
LS08134556,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/05/2019,0,0,
LS08134578,25/04/2019,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS11540544,25/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS11540544,25/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2019,25,0,
LS11540577,25/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS11540577,25/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/05/2019,25,0,
LS11540624,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/04/2019,0,0,
LS11540635,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/05/2019,25,0,
LS11540646,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/04/2019,25,0,
LS11540646,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/04/2019,25,0,
LS11540657,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/04/2019,25,0,
LS11540668,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/04/2019,0,0,
LS11540668,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/05/2019,0,0,
LS1154068A,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/04/2019,25,0,
LS11540704,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/04/2019,0,83,
LS11540726,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/05/2019,25,0,
LS11540737,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/04/2019,25,0,
LS11540737,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/05/2019,25,0,
LS1176797A,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/06/2019,0,0,
LS1176800A,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS11768010,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,0,0,
LS11768021,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS11768021,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/04/2019,25,0,
LS11768032,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS11768043,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS11768043,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2019,25,0,
LS11768054,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/05/2019,0,0,
LS11768065,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,0,0,
LS11768065,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/05/2019,0,0,
LS11768076,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS11768076,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/04/2019,25,0,
LS11768098,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,50,0,
LS15332006,25/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS15332006,25/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/06/2019,25,0,
LS15332017,25/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2019,25,0,
LS15332028,25/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,50,
LS15332039,25/04/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/05/2019,25,0,
LS15332050,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,0,0,
LS15332050,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/05/2019,0,0,
LS15332061,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,0,0,
LS15332061,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/05/2019,0,0,
LS15332072,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,0,0,
LS15332083,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS15332083,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2019,25,0,
LS15332094,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/06/2019,0,0,
LS1533212A,25/04/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,50,0,
LS1533212A,25/04/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/06/2019,50,0,
LS15332130,25/04/2019,KIRKSTALL RD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,25/04/2019,83,0,
LS15332141,25/04/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/04/2019,25,0,
LS06380879,25/04/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,50,
LS06427677,25/04/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,25/04/2019,0,0,
LS08134567,25/04/2019,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS08134567,25/04/2019,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/05/2019,25,0,
LS08134578,25/04/2019,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/05/2019,25,0,
LS08134578,25/04/2019,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/05/2019,25,0,
LS11540544,25/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/04/2019,25,0,
LS11540555,25/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS11540555,25/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/05/2019,25,0,
LS11540566,25/04/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,83,0,
LS11540624,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,26/04/2019,0,0,
LS11540635,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/04/2019,25,0,
LS11540635,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,30/04/2019,25,0,
LS11540646,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,29/04/2019,25,0,
LS11540657,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/05/2019,25,0,
LS11540679,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/04/2019,25,0,
LS11540679,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/05/2019,25,0,
LS1154068A,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/04/2019,25,0,
LS11540690,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/04/2019,25,0,
LS11540690,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/05/2019,25,0,
LS11540715,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/04/2019,0,50,
LS11540726,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/04/2019,25,0,
LS11540748,25/04/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/04/2019,75,0,
LS1176797A,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,0,0,
LS11767980,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,0,0,
LS11767980,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/05/2019,0,0,
LS11767991,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,0,0,
LS11767991,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/05/2019,0,0,
LS1176800A,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/05/2019,25,0,
LS11768010,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/05/2019,0,0,
LS11768032,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2019,25,0,
LS11768054,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,0,0,
LS11768087,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS11768087,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/04/2019,25,0,
LS11768098,25/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/05/2019,50,0,
LS15332017,25/04/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS15332039,25/04/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS15332072,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/04/2019,0,0,
LS15332094,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,0,0,
LS15332094,25/04/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/05/2019,0,0,
LS15332141,25/04/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/04/2019,25,0,
LS15332141,25/04/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2019,25,0,
LS06251322,26/04/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,17/06/2019,25,0,
LS06251333,26/04/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,09/05/2019,25,0,
LS06381044,26/04/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,26/04/2019,50,0,
LS06381044,26/04/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,14/05/2019,50,0,
LS06653869,26/04/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,29/04/2019,25,0,
LS0665387A,26/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2019,0,0,
LS0665387A,26/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/05/2019,0,0,
LS06653880,26/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/06/2019,50,0,
LS06653891,26/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2019,83,0,
LS06653905,26/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2019,0,0,
LS06653927,26/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2019,25,0,
LS06653927,26/04/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/04/2019,25,0,
LS07131461,26/04/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,26/04/2019,25,0,
LS07131472,26/04/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/04/2019,25,0,
LS08543147,26/04/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,26/04/2019,25,0,
LS11540839,26/04/2019,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,30/04/2019,25,0,
