PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,
LS0994097A,09/07/2019,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09940980,09/07/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12245222,09/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12245233,09/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12245244,09/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12245255,09/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12245266,09/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12245277,09/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12245302,09/07/2019,MEADOW LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS14245336,09/07/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS14245347,09/07/2019,HIGH STREET CP - BOSTON SPA                                 ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS14245358,09/07/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS14245369,09/07/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS14245391,09/07/2019,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS1464148A,09/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14641504,09/07/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1571610A,09/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15716110,09/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15716121,09/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15716132,09/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15716143,09/07/2019,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS15716154,09/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15716165,09/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15716176,09/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15716187,09/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS05939662,10/07/2019,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS06255662,10/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS06545538,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06545549,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS0654555A,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06545560,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06545571,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06545582,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06545593,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06545607,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06545618,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06545629,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS0654563A,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06545640,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06545651,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06545662,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06750355,10/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06750366,10/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06750377,10/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06750388,10/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06750399,10/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06750402,10/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06750435,10/07/2019,BEECH HILL CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS06750446,10/07/2019,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06750457,10/07/2019,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0796392A,10/07/2019,MEADOW LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS07963930,10/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07963941,10/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12245368,10/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS12245379,10/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS12322130,10/07/2019,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,
LS14377508,10/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14377519,10/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1437752A,10/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14377654,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14377665,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14377676,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14377687,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14377698,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14377701,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14377712,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14377723,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14377734,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14377745,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14377756,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14377767,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14377778,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14377789,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1437779A,10/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14377814,10/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14846926,10/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14846937,10/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14846948,10/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14847000,10/07/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14847022,10/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0577690A,11/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS05776910,11/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS05776932,11/07/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05939720,11/07/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0654571A,11/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06545720,11/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06545731,11/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08549187,11/07/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS08549198,11/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08549201,11/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11545989,11/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1154599A,11/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11546008,11/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11546019,11/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1154602A,11/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11546030,11/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11546041,11/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11546052,11/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11546063,11/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11546096,11/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1154610A,11/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11546110,11/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12245437,11/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS12245448,11/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS12245459,11/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1224546A,11/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS12245470,11/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15020069,11/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS15020080,11/07/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS1533948A,11/07/2019,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS15607603,11/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15607614,11/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15607625,11/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15607636,11/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06386911,12/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06386922,12/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06386933,12/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06386944,12/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06386999,12/07/2019,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS06387007,12/07/2019,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS06750592,12/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06750606,12/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06750617,12/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06750628,12/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06750672,12/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07964310,12/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12554147,12/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12554158,12/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12554169,12/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1255417A,12/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14378293,12/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14378307,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14378318,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14378329,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1437833A,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14378340,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14378351,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14378362,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339548,12/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15339559,12/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1533956A,12/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15339570,12/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15339617,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339628,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339639,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1533964A,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339650,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339661,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339672,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339694,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339708,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339719,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1533972A,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339730,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339741,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339752,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339763,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339785,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339796,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1533980A,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339810,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339821,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339832,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15339843,12/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15607727,12/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS05939775,13/07/2019,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS06387109,13/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS06545968,13/07/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS06545979,13/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0654598A,13/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546064,13/07/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS06546075,13/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546086,13/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546097,13/07/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS06546100,13/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06658512,13/07/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06658523,13/07/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06658534,13/07/2019,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06658545,13/07/2019,QUARRY HILL E CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07138507,13/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07138518,13/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11777168,13/07/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS11777179,13/07/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15716391,13/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS02467895,14/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05777265,14/07/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS05777276,14/07/2019,BECKETT ST UPPER CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,
LS05777287,14/07/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08549391,14/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08549405,14/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08549438,14/07/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14378442,14/07/2019,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14378453,14/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14378464,14/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14378475,14/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14378486,14/07/2019,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS1445577A,14/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14455780,14/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14455791,14/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14455805,14/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14455816,14/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14847510,14/07/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14847521,14/07/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15716507,14/07/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS15716551,14/07/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15716562,14/07/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05156417,15/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05777345,15/07/2019,MORLEY LEISURE CENTRE CP - MORLEY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS05777403,15/07/2019,QUEENSWAY CP - MORLEY                                       ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS05777469,15/07/2019,MORLEY LEISURE CENTRE CP - MORLEY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS07242054,15/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS07964627,15/07/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08723364,15/07/2019,WOODHOUSE LANE  CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS09142924,15/07/2019,WOODHOUSE LANE  CP - CITY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,
LS11546380,15/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS12245685,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12245696,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1224570A,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12245710,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12245721,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12245732,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12245743,15/07/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS12245754,15/07/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS12245765,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12245776,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12554205,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12554216,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12554227,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12554238,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12554249,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1255425A,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12554260,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12554271,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12554282,15/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14378588,15/07/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14378599,15/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14378602,15/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14378613,15/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14378624,15/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14378635,15/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05939877,16/07/2019,PUDSEY CIVIC HALL CP - PUDSEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS06546337,16/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546348,16/07/2019,SPRINGFIELD ROAD CP - GUISELEY                              ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,
LS0654636A,16/07/2019,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546370,16/07/2019,COURTHOUSE STREET CP - OTLEY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS06546381,16/07/2019,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06658760,16/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06658771,16/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06658818,16/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06658829,16/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07138744,16/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS07138755,16/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS07242145,16/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07242156,16/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
