PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,
LS11546631,17/07/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11546642,17/07/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11546653,17/07/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12151956,17/07/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS12151967,17/07/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS12245958,17/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12245969,17/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1224597A,17/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12246065,17/07/2019,CASTLE ST CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS12246076,17/07/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12246087,17/07/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12246098,17/07/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12246101,17/07/2019,CASTLE ST CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS12554362,17/07/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS12554373,17/07/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14455827,17/07/2019,WILDERNESS CP - WETHERBY                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS14455871,17/07/2019,WILDERNESS CP - WETHERBY                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS14455882,17/07/2019,WILDERNESS CP - WETHERBY                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS1534057A,17/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15340580,17/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15340591,17/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06387506,18/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06387517,18/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06387528,18/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06387594,18/07/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06387608,18/07/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06387619,18/07/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546596,18/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0654660A,18/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546610,18/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546621,18/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546632,18/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546643,18/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546654,18/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06658986,18/07/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06658997,18/07/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06659005,18/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06659016,18/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06659027,18/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0675099A,18/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS06751030,18/07/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06751041,18/07/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06751052,18/07/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS06751063,18/07/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07563193,18/07/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS07563207,18/07/2019,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS07563218,18/07/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS07563229,18/07/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09941848,18/07/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09941859,18/07/2019,PUDSEY CIVIC HALL CP - PUDSEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1424596A,18/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14245970,18/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14379321,18/07/2019,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14379332,18/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14379343,18/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15340740,18/07/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15340751,18/07/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15340762,18/07/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15340773,18/07/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05156701,19/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS05156712,19/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS05156723,19/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS05156734,19/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06256064,19/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06256075,19/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06256086,19/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06256097,19/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546891,19/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546905,19/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546916,19/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546927,19/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546938,19/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06546960,19/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06546971,19/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06546982,19/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06546993,19/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06547001,19/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06547012,19/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07242225,19/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08549813,19/07/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS08549824,19/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS08549857,19/07/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS0994194A,19/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09941961,19/07/2019,AIREBOROUGH CENTRE - GUISELEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS09941972,19/07/2019,AIREBOROUGH CENTRE - GUISELEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS09941994,19/07/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09942002,19/07/2019,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09942013,19/07/2019,NORTH PARADE CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS09942024,19/07/2019,NORTH PARADE CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS12554384,19/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12554395,19/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12554409,19/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12554475,19/07/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS12554486,19/07/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS15608027,19/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS15608038,19/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS15608107,19/07/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS02468344,20/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05778042,20/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05778053,20/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05940027,20/07/2019,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS05940049,20/07/2019,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS0594005A,20/07/2019,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS06256246,20/07/2019,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06256257,20/07/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07139077,20/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07139088,20/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07563397,20/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07563400,20/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07563411,20/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07563422,20/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07563433,20/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11546890,20/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11546904,20/07/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS11546915,20/07/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14379434,20/07/2019,MEADOW LANE CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS02468388,21/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS02468399,21/07/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS02468402,21/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS02468413,21/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0855003A,21/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14246077,21/07/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14246088,21/07/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14246099,21/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14246102,21/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14246124,21/07/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14246135,21/07/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14246146,21/07/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS14379503,21/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14379514,21/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14379525,21/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14456251,21/07/2019,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS06256392,22/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06256406,22/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06256417,22/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS06387776,22/07/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06387787,22/07/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06387798,22/07/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06387801,22/07/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07139099,22/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07139102,22/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07139168,22/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07242407,22/07/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0724243A,22/07/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07242440,22/07/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07242451,22/07/2019,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09942363,22/07/2019,SCOTT HALL LEISURE CENTRE - CHAPELTOWN,87 IN DISABLED BAY WITHOUT BADGE,70,
LS11547000,22/07/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11547022,22/07/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS1232220A,22/07/2019,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,
LS12322210,22/07/2019,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,
LS15020171,22/07/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15020182,22/07/2019,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15020193,22/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15020240,22/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15020251,22/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15020262,22/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15020273,22/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15608231,22/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15608242,22/07/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0594021A,23/07/2019,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,
LS0625644A,23/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06256450,23/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07139204,23/07/2019,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS07139215,23/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07139226,23/07/2019,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07139237,23/07/2019,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS07139259,23/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0713926A,23/07/2019,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07139270,23/07/2019,WEST STREET CP - CITY,87 IN DISABLED BAY WITHOUT BADGE,70,
LS07563615,23/07/2019,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07563626,23/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07563637,23/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07563648,23/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07563659,23/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS09942454,23/07/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09942465,23/07/2019,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS09942476,23/07/2019,BEECH HILL CP - OTLEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS09942512,23/07/2019,AIREBOROUGH CENTRE - GUISELEY,86 BEYOND THE BAY MARKINGS                        ,50,
LS09942534,23/07/2019,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11547077,23/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11547088,23/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11547099,23/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11547102,23/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11547113,23/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS12246338,23/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS12246349,23/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS14456455,23/07/2019,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,
LS14642110,23/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14642165,23/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14642176,23/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14642187,23/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14642198,23/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14642201,23/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14642212,23/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14642223,23/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14642234,23/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS15020444,23/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS15608253,23/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS15608264,23/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS02468719,24/07/2019,CROSSLEY STREET CP - WETHERBY                               ,87 IN DISABLED BAY WITHOUT BADGE,70,
LS02468752,24/07/2019,HUNSLET LANE CP - CITY,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,
LS02468763,24/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS02468774,24/07/2019,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05157249,24/07/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS0515725A,24/07/2019,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS05157260,24/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS05157271,24/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS05940275,24/07/2019,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,
LS05940286,24/07/2019,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06256530,24/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06256541,24/07/2019,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS06432473,24/07/2019,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS07139328,24/07/2019,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11547124,24/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11547135,24/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11547146,24/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11547157,24/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11547168,24/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11547179,24/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS1154718A,24/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS11547190,24/07/2019,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14456524,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14456535,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14456546,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14456557,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14456568,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14456579,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1445658A,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14456590,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14456604,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14456615,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14456626,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14456637,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14642267,24/07/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14642278,24/07/2019,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS14642289,24/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS1464229A,24/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS14642303,24/07/2019,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,
LS14848772,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14848783,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14848794,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14848808,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14848819,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS1484882A,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14848830,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14848841,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14848852,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14848863,24/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS14848874,24/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
LS05243395,25/07/2019,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,
LS07139419,25/07/2019,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,
